rank	lemma	freq	ipm	derivational family	deriavational family 2	root of DeriNet tree id	root from DeriNet	slovesná třída	vzor	prefix 4	prefix 3	prefix 2	prefix 1	foreign prefix 2	foreign prefix 1	odprefixované slovo	prefix-Jarka souhlasí se Slavíčkovou	morph segm Slavickova	morph segm DeriNet	morph segm FlatCat	ammel	foreign	odprefigované sloveso segmentované	bez KS	bez iterativních S	kandidát na kořen	derivační S	derivační S 2	derivační S 3	iterativní S	iterativní S 2	iterativní S 3	iterativní S 4	KS	number of frames	Derinet parent	note	compos 1	interfix	prefix 3	prefix 2	prefix	suffix	compos 2	comb form 1	comb form 2
17361	zadrncat	1	8	drncat		drncat#V????--??-??I??							za			drncat	N				tacnrdaz		drnc  a t	drnc	drnc	drnc								a		drncat#V????--??-??I??										
18775	zadupnout	1	8	dupnout		dupnout#V????--??-??P??		2	mine				za			dupnouti	Y	za dup nou t	za dup no u t	za dup nou t	tuonpudaz	0	dup nou t	dup	dup	dup								nou		dupnout#V????--??-??P??										
16347	zadusávat	1	8	dusat		dusat#V????--??-??I??		5	dělá				za			dusávati	N		za dus á va t	za dus áva t	tavásudaz	0	dus á v a t	dus á v	dus	dus				á	v			a		zadusat#V????--??-??P??										
18626	zadýmit	1	8	dým		dým#NNI??-----A---?		4	prosí				za			dýmiti	N		za dým i t	zadým it	timýdaz	0	dým  i t	dým	dým	dým								i		dýmit#V????--??-??I??										
18915	zadýmovat	1	8	dým		dým#NNI??-----A---?							za			dýmovat	N				tavomýdaz		dým  ova t	dým	dým	dým								ova		zadýmit#V????--??-??P??										
18617	zafantazírovat	1	8	fantazie		fantazie#NNF??-----A---?		3	kupuje				za			fantazírovati	N		za fantazír ova t	za fantazír ova t	tavorízatnafaz	1	fantaz ír  ova t	fantaz ír	fantaz ír	fantaz	ír							ova		fantazírovat#V????--??-??I??										
17301	zafasovat	1	8	fasovat		fasovat#V????--??-??I??							za			fasovat	N				tavosafaz		fas  ova t	fas	fas	fas								ova		fasovat#V????--??-??I??										
17144	zafetovat	1	8	fet		fet#NNI??-----A---?	za(fet)ovat						za			fetovat	N				tavotefaz		fet  ova t	fet	fet	fet								ova		fetovat#V????--??-??I??										
19110	zafixlovat	1	8	fixlovat		fixlovat#V????--??-??I??		3	kupuje				za			fixlovati	N		za fixl ova t	za fixl ova t	tavolxifaz	1	fixl  ova t	fixl	fixl	fixl								ova		fixlovat#V????--??-??I??										
18727	zafouknout	1	8	foukat		foukat#V????--??-??I??		2	mine				za			fouknouti	Y	za fouk nou t	za fouk no u t	za fouk nou t	tuonkuofaz	1	fouk nou t	fouk	fouk	fouk								nou		fouknout#V????--??-??P??										
18665	zafrajeřit	1	8	frajer		frajer#NNM??-----A---?		4	prosí				za			frajeřiti	N		za frajeři t	za frajeř it	tiřejarfaz	1	frajeř  i t	frajeř	frajeř	frajeř								i		frajeřit#V????--??-??I??										
19108	zageneralizovat	1	8	gen- 			za(general)izovat						za			generalizovat	N				tavozilarenegaz		generaliz  ova t	generaliz	generaliz	gen	er	al	iz					ova		generalizovat#V????--??-??B??										
18788	zahafat	1	8	hafat		hafat#V????--??-??I??							za			hafat	N				tafahaz		haf  a t	haf	haf	haf								a		hafat#V????--??-??I??										
18118	zahajovávat	1	8	hájit		hájit#V????--??-??I??							za			hajovávat	N				tavávojahaz		haj ováv a t	hajováv	haj	haj				ová	v			a		zahajovat#V????--??-??I??										
17195	zahanbovávat	1	8	hanět		hanět#V????--??-??I??	za(han)bovávat						za			hanbovávat	N				tavávobnahaz		han b ováv a t	han bováv	han b	han	b			ová	v			a		zahambovat#V????--??-??I??										
17326	žahat	1	8	žhnout		žhnout#V???---??-??I??		5	dělá							žahati	Y	žah a t	žah a t	žah a t	tahaž	0	žah a t	žah	žah	žah								a		žhnout#V???---??-??I??										
18906	zahledat	1	8	hledět		hledět#V????--??-??I??		5	dělá				za			hledati	N		za hled a t	za hled a t	tadelhaz	0	hled  a t	hled	hled	hled								a		hledat#V????--??-??I??										
16676	zahlednout	1	8	hledět		hledět#V????--??-??I??		2	mine				za			hlednouti	N		zahledno u t	za hled nou t	tuondelhaz	0	hled  nou t	hled	hled	hled								nou		None										
18763	zahlinit	1	8	hlína									za			hlinit	N				tinilhaz		hlin  i t	hlin	hlin	hlin								i		None										
18195	zahnědnout	1	8	hnědý		hnědý#AA???----??---?							za			hnědnout	Y	za hněd nou t					hněd nou t	hněd	hněd	hněd								nou		zahnědat#V????--??-??I??										
18249	zahnízďovat	1	8	hnízdo		hnízdo#NNN??-----A---?	za(hnízď)ovat						za			hnízďovat	Y	za hnízď ova t					hnízď ova t	hnízď	hnízď	hnízď								ova		zahnizďovat#V????--??-??I??										
17663	zahnojit	1	8	hnůj		hnůj#NNI??-----A----	za(hnoj)it	4	prosí				za			hnojiti	N		za hnoj i t	za hnoj it	tijonhaz	0	hnoj  i t	hnoj	hnoj	hnoj								i		hnojit#V????--??-??I??										
18864	zahnojovat	1	8	hnůj		hnůj#NNI??-----A----	za(hnoj)ovat	3	kupuje				za			hnojovati	N		za hnoj ova t	za hnoj ova t	tavojonhaz	0	hnoj  ova t	hnoj	hnoj	hnoj								ova		zahnojit#V????--??-??P??										
19118	zahodovat	1	8	hodovat		hodovat#V????--??-??I??							za			hodovat	N				tavodohaz		hod  ova t	hod	hod	hod								ova		hodovat#V????--??-??I??										
18908	zaholit	1	8	holý		holý#AA???----??---?	za(hol)it						za			holit	N				tilohaz		hol  i t	hol	hol	hol								i		holit#V????--??-??I??										
17274	zahopkat	1	8	hop		hop#NNI??-----A---?							za			hopkat	N				takpohaz		hopk  a t	hopk	hopk	hop	k							a		hopkat#V????--??-??I??										
18461	zahorovat	1	8	horovat		horovat#V????--??-??I??							za			horovat	N				tavorohaz		hor  ova t	hor	hor	hor								ova		horovat#V????--??-??I??										
18994	zahostit	1	8	host		host#NNM??-----A---?							za			hostit	N				titsohaz		host  i t	host	host	host								i												
16441	zahrábnout	1	8	hrabat		hrabat#V????--??-??I??	za(hráb)nout	2	mine				za			hrábnouti	Y	za hráb nou t	za hráb no u t	za hráb nou t	tuonbárhaz	0	hráb nou t	hráb	hráb	hráb								nou		hrábnout#V????--??-??P??										
16934	zahřadovat	1	8	hřad		hřad#NNI??-----A---?							za			hřadovat	N				tavodařhaz		hřad  ova t	hřad	hřad	hřad								ova		hřadovat#V????--??-??I??										
18300	zahraňovat	1	8	hrana		hrana#NNF??-----A---?							za			hraňovat	N				tavoňarhaz		hraň  ova t	hraň	hraň	hraň								ova		zahranit#V????--??-??P??										
18989	zaintervenovat	1	8	ven- vent-				3	kupuje			za			inter	venovati	N		za interven ova t	za interven ova t	tavonevretniaz	1	ven  ova t	ven	ven	ven								ova		intervenovat#V????--??-??B??										
18059	zaironizovat	1	8	ironie		ironie#NNF??-----A---?		3	kupuje				za			ironizovati	N		za ironiz ova t	za ironiz ova t	tavozinoriaz	1	ironiz  ova t	ironiz	ironiz	iron	iz							ova		ironizovat#V????--??-??I??										
17403	zajihnout	1	8	jih									za			jihnout	N				tuonhijaz		jih  nou t	jih	jih	jih								nou		jihnout#V????--??-??I??										
17033	zajiknout	1	8	zajikat		zajikat#V????--??-??I??							za			jiknout	N				tuonkijaz		jik  nou t	jik	jik	jik								nou		zajikat#V????--??-??I??										
18719	zakademičtět	1	8	akademie		akademie#NNF??-----A---?							z			akademičtět	N				tětčimedakaz		akadem ič t  ě t	akadem ič t	akadem ič t	akadem	ič	t						ě		None										
18900	zakcionovat	1	8	ag- -ig- act-									z			akcionovat	N				tavonoickaz		akc ion  ova t	akc ion	akc ion	akc	ion							ova		akcie#NNF??-----A---?										
18279	zaklábosit	1	8	klábosit		klábosit#V????--??-??I??							za			klábosit	N				tisobálkaz		klábos  i t	klábos	klábos	klábos								i		klábosit#V????--??-??I??										
18446	zaklátit	1	8	klátit		klátit#V????--??-??I??		4	prosí				za			klátiti	N		za kláti t	za klát it	titálkaz	0	klát  i t	klát	klát	klát								i		klátit#V????--??-??I??										
16591	zaklekat	1	8	klečet		klečet#V????--??-??I??		5	dělá				za			klekati	N		zaklek a t	za klek a t	takelkaz	0	klek  a t	klek	klek	klek								a		klekat#V????--??-??I??										
18200	zaklekávat	1	8	klečet		klečet#V????--??-??I??		5	dělá				za			klekávati	N		zaklek á va t	za klek áva t	tavákelkaz	0	klek á v a t	klek á v	klek	klek				á	v			a		zaklekat#V????--??-??I??										
17903	zaklíčovat	1	8	klíč		klíč#NNI??-----A---?	za(klíč)ovat	3	kupuje				za			klíčovati	N		za klíč ova t	za klíč ova t	tavočílkaz	0	klíč  ova t	klíč	klíč	klíč								ova		klíčovat#V????--??-??I??										
19006	zaklnout	1	8	klnout		klnout#V????--??-??I??							za			klnout	N				tuonlkaz		kl  nou t	kl	kl	kl								nou		klnout#V????--??-??I??										
17899	zaklopýtat	1	8	klopýtnout		klopýtnout#V????--??-??P??		5	dělá				za			klopýtati	N		za klopýt a t	za klopýt a t	tatýpolkaz	0	klopýt  a t	klopýt	klopýt	klopýt								a		klopýtat#V????--??-??I??										
19083	zaklovnout	1	8	klovat		klovat#V????--??-??I??		2	mine				za			klovnouti	N		za klov no u t	za klov nou t	tuonvolkaz	0	klov nou t	klov	klov	klov								nou		klobnout#V????--??-??P??										
17350	zaknotit	1	8	knot									za			knotit	N				titonkaz		knot  i t	knot	knot	knot								i		None										
18221	zakolotat	1	8	kolotat		kolotat#V????--??-??I??							za			kolotat	N				tatolokaz		kolot  a t	kolot	kolot	kolot								a		kolotat#V????--??-??I??										
17338	zakolovat	1	8	kolo		kolo#NNN??-----A---?							za			kolovat	N				tavolokaz		kol  ova t	kol	kol	kol								ova		zakolit#V????--??-??P??										
16929	zakomorovat	1	8	komora		komora#NNF??-----A---?	za(komor)ovat						za			komorovat	N				tavoromokaz		komor  ova t	komor	komor	komor								ova		komorovat#V????--??-??I??										
16575	zakontextovat	1	8	tex-								za			kon	textovat	N				tavotxetnokaz		text  ova t	text	text	text								ova		kontext#NNI??-----A---?										
16983	zakošerovat	1	8	košer		košer#NNI??-----A---?		3	kupuje				za			košerovati	N		za košer ova t	zakošer ova t	tavorešokaz	0	košer  ova t	košer	košer	košer								ova		košerovat#V????--??-??I??										
17607	zakosit	1	8	kosa		kosa#NNF??-----A---?	za(kos)it						za			kosit	N				tisokaz		kos  i t	kos	kos	kos								i		kosit#V????--??-??I??										
18022	zakótovat	1	8	kota		kota#NNF??-----A---?		3	kupuje				za			kótovati	N		za kót ova t	zakó t ova t	tavotókaz	1	kót  ova t	kót	kót	kót								ova		kotovat#V????--??-??I??										
17757	zakousávat	1	8	kousnout		kousnout#V????--??-??P??		5	dělá				za			kousávati	Y	za kous á v a t	za ko us áva t	za kousáva t	tavásuokaz	0	kous á v a t	kous á v	kous	kous				á	v			a		zakousnout#V????--??-??P??										
17014	zakout	1	8	kout		kout#V????--??-??I??										zakout	N				tuokaz		zak  ou t	zak	zak	zak								ou		kout#V????--??-??I??										
16916	zakracovat	1	8	krátký		krátký#AA???----??---?	za(krac)ovat	3	kupuje				za			kracovati	N		za krac ova t	zakracov a t	tavocarkaz	0	krac  ova t	krac	krac	krac								ova		zakrátit#V????--??-??P??										
18850	zakrádat	1	8	krást		krást#V????--??-??I??	za(krád)at	5	dělá				za			krádati	N		za krá da t	za krád a t	tadárkaz	0	krád  a t	krád	krád	krád								a		zakrást#V????--??-??P??										
18817	zakrajovat	1	8	krojit		krojit#V????--??-??P??		3	kupuje				za			krajovati	N		zakraj ova t	za kraj ova t	tavojarkaz	0	kraj  ova t	kraj	kraj	kraj								ova		zakrojit#V????--??-??P??										
19152	zakřapat	1	8	křapat		křapat#V????--??-??I??							za			křapat	N				tapařkaz		křap  a t	křap	křap	křap								a		křapat#V????--??-??I??										
18313	zakrátit	1	8	krátký		krátký#AA???----??---?	za(krát)it	4	prosí				za			krátiti	N		za krát i t	za krátit	titárkaz	0	krát  i t	krát	krát	krát								i		krátit#V????--??-??I??										
18133	zakřížit	1	8	kříž		kříž#NNI??-----A---?	za(kříž)it						za			křížit	N				tižířkaz		kříž  i t	kříž	kříž	kříž								i		křížit#V????--??-??I??										
16782	zakřížkovávat	1	8	kříž		kříž#NNI??-----A---?	za(kříž)kovávat						za			křížkovávat	N				tavávokžířkaz		kříž k ováv a t	kříž kováv	kříž k	kříž	k			ová	v			a		zakřížkovat#V????--??-??P??										
17951	zakrmovat	1	8	krmit		krmit#V????--??-??I??		3	kupuje				za			krmovati	N		za krm ova t	za krm ova t	tavomrkaz	1	krm  ova t	krm	krm	krm								ova		zakrmit#V????--??-??P??										
18656	zakroužkovávat	1	8	kruh		kruh#NNI??-----A---?	za(krouž)kovávat	5	dělá				za			kroužkovávati	N		za kroužk ová va t	zakroužk ovávat	tavávokžuorkaz	0	krouž k ováv a t	krouž kováv	krouž k	krouž	k			ová	v			a		zakroužkovat#V????--??-??P??										
19040	zakrsat	1	8	zakrsat		zakrsat#V????--??-??I??							za			krsat	S	za krs a t					krs a t	krs	krs	krs								a		None										
18584	zakrsnout	1	8	zakrsat		zakrsat#V????--??-??I??		2	mine				za			krsnouti	N		zakrs no u t	zakrs nou t	tuonsrkaz	0	krs  nou t	krs	krs	krs								nou		zakrsat#V????--??-??I??										
18608	zakrvavit	1	8	krev		krev#NNF??-----A---?							za			krvavit	Y	za krv av i t					krv av i t	krv av	krv av	krv	av							i		None										
16366	zakryptovat	1	8	crypt-		krypta#NNF??-----A---?							za			kryptovat	N				tavotpyrkaz		krypt  ova t	krypt	krypt	krypt								ova		kryptovat#V????--??-??I??										
17582	zakuklovat	1	8	kukla		kukla#NNF??-----A---?		3	kupuje				za			kuklovati	Y	za kukl ova t	za kukl ova t	za kukl ova t	tavolkukaz	0	kukl ova t	kukl	kukl	kukl								ova		zakuklit#V????--??-??P??										
18875	zakulit	1	8	koule		koule#NNF??-----A---?	za(kul)it						za			kulit	N				tilukaz		kul  i t	kul	kul	kul								i		zakoulet#V????--??-??P??										
18189	zakutávat	1	8	kutit		kutit#V????--??-??I??							za			kutávat	N				tavátukaz		kut áv a t	kutáv	kut	kut				á	v			a		zakutat#V????--??-??P??										
17421	zakutit	1	8	kutit		kutit#V????--??-??I??							za			kutit	N				titukaz		kut  i t	kut	kut	kut								i		kutit#V????--??-??I??										
18785	zakvasit	1	8	kvas		kvas#NNI??-----A---?		4	prosí				za			kvasiti	Y	za kvas i t	za kvas i t	za kvasi t	tisavkaz	0	kvas i t	kvas	kvas	kvas								i		kvasit#V????--??-??I??										
18173	zakvedlovat	1	8	kvedlat		kvedlat#V????--??-??I??							za			kvedlovat	N				tavoldevkaz		kvedl  ova t	kvedl	kvedl	kvedl								ova		zakvadlat#V????--??-??P??										
19177	zakverlovat	1	8	kverlat		kverlat#V????--??-??I??							za			kverlovat	N				tavolrevkaz		kverl  ova t	kverl	kverl	kverl								ova		zakverlat#V????--??-??P??										
16975	zakvítat	1	8	květ		květ#NNI??-----A---?							za			kvítat	N				tatívkaz		kvít  a t	kvít	kvít	kvít								a		zakvétat#V????--??-??I??										
17958	zakydat	1	8	kydat		kydat#V????--??-??I??							za			kydat	N				tadykaz		kyd  a t	kyd	kyd	kyd								a		kydat#V????--??-??I??										
17183	zakypět	1	8	kypět		kypět#V????--??-??I??	za(kyp)ět						za			kypět	N				těpykaz		kyp  ě t	kyp	kyp	kyp								ě		kypět#V????--??-??I??										
16345	zakyselit	1	8	kyselý		kyselý#AA???----??---?	za(kys)elit	4	prosí				za			kyseliti	N		za kysel i t	zakysel it	tilesykaz	0	kys el  i t	kys el	kys el	kys	el							i		kyselit#V????--??-??I??										
17229	zalákat	1	8	lákat		lákat#V????--??-??I??							za			lákat	N				takálaz		lák  a t	lák	lák	lák								a		lákat#V????--??-??I??										
16304	zalámat	1	8	lámat		lámat#V????--??-??I??		5	dělá				za			lámati	N		za lám a t	za lám a t	tamálaz	0	lám  a t	lám	lám	lám								a		lámat#V????--??-??I??										
16450	zalát	1	8	lát		lát#V????--??-??I??		3	kryje				za			láti	N		za lá t	za lát	tálaz	0	lá t	lá	lá	lá										lát#V????--??-??I??										
17848	zalátávat	1	8	látat		látat#V????--??-??I??							za			látávat	N				tavátálaz		lát áv a t	látáv	lát	lát				á	v			a		zalátat#V????--??-??P??										
17780	zalátovat	1	8	látat		látat#V????--??-??I??							za			látovat	N				tavotálaz		lát  ova t	lát	lát	lát								ova		zalátat#V????--??-??P??										
18365	zaledovat	1	8	led		led#NNI??-----A---?	za(led)ovat	3	kupuje				za			ledovati	N		za led ova t	za led ova t	tavodelaz	0	led  ova t	led	led	led								ova		ledovat#V????--??-??I??										
16388	zalehat	1	8	lehat		lehat#V????--??-??I??							za			lehat	N				tahelaz		leh  a t	leh	leh	leh								a		None										
17718	zaleptávat	1	8	lepit		lepit#V????--??-??I??							za			leptávat	N				tavátpelaz		lept áv a t	leptáv	lept	lept				á	v			a		zaleptat#V????--??-??P??										
18845	zaleštit	1	8	lesknout		lesknout#V????--??-??I??							za			leštit	N				titšelaz		lešt  i t	lešt	lešt	lešt								i		leštit#V????--??-??I??										
16738	zalešťovat	1	8	lesknout		lesknout#V????--??-??I??							za			lešťovat	N				tavoťšelaz		lešť  ova t	lešť	lešť	lešť								ova		zaleštit#V????--??-??P??										
18715	zalíhat	1	8	lehat		lehat#V????--??-??I??							za			líhat	N				tahílaz		líh  a t	líh	líh	líh								a		zaléhat#V????--??-??I??										
16459	zalištovat	1	8	lišta		lišta#NNF??-----A---?		3	kupuje				za			lištovati	N		za lišt ova t	zališ t ova t	tavotšilaz	0	lišt  ova t	lišt	lišt	lišt								ova		lištovat#V????--??-??I??										
18939	zalítnout	1	8	letět		letět#V????--??-??I??		2	mine				za			lítnouti	Y	za lít nou t	zalítno u t	za lít nou t	tuontílaz	0	lít nou t	lít	lít	lít								nou		zalétnout#V????--??-??P??										
18996	zalkoholovat	1	8	al		alkohol#NNI??-----A---?	z(alkohol)ovat						z			alkoholovat	N				tavolohoklaz		al kohol  ova t	al kohol	al kohol	al kohol								ova		alkohol#NNI??-----A---?									al	kohol
17975	žalobníčkovat	1	8	želet		želet#V????--??-??I??	(žal)obníčkovat									žalobníčkovat	N				tavokčínbolaž		žalob níč k  ova t	žalob níč k	žalob níč k	žal	ob	níč	k					ova		žalobníček#NNM??-----A---?										
18595	zalogovat	1	8	log- -logy			za(log)ovat	3	kupuje				za			logovati	N		za log ova t	zalog ova t	tavogolaz	1	log  ova t	log	log	log								ova		logovat#V????--??-??I??										
17644	zaloupat	1	8	loupat		loupat#V????--??-??I??		5	dělá				za			loupati	N		za lou p a t	za loup a t	tapuolaz	0	loup  a t	loup	loup	loup								a		loupat#V????--??-??I??										
17771	zalupat	1	8	lupat		lupat#V????--??-??I??		5	dělá				za			lupati	N		za lup a t	zalup a t	tapulaz	0	lup  a t	lup	lup	lup								a		lupat#V????--??-??I??										
17534	zalykávat	1	8	lkát		lkát#V???---??-??I??							za			lykávat	N				tavákylaz		lyk áv a t	lykáv	lyk	lyk				á	v			a		zalykat#V????--??-??I??										
17078	zalyknout	1	8	lkát		lkát#V???---??-??I??							za			lyknout	N				tuonkylaz		lyk  nou t	lyk	lyk	lyk								nou		zalykat#V????--??-??I??										
17841	zamarodit	1	8	marod		marod#NNM??-----A---?	za(marod)it	4	prosí				za			maroditi	N		za marod i t	za marod it	tidoramaz	0	marod  i t	marod	marod	marod								i		marodit#V????--??-??I??										
17938	zamaskovávat	1	8	masca		maska#NNF??-----A---?	za(mask)ovávat						za			maskovávat	N				tavávoksamaz		mask ováv a t	maskováv	mask	mask				ová	v			a		zamaskovat#V????--??-??P??										
19182	zamekat	1	8	mečet		mečet#V????--??-??I??	za(mek)at						za			mekat	N				takemaz		mek  a t	mek	mek	mek								a		mekat#V????--??-??I??										
16918	zaměkat	1	8	měkký		měkký#AA???----??---?							za			měkat	N				takěmaz		měk  a t	měk	měk	měk								a		None										
18123	zamerikanizovat	1	8	Amerika		Amerika#NNF??-----A---?	z(amerik)anizovat	3	kupuje				z			amerikanizovati	Y	z amerik an iz ova t	zamerikanizova t	zamerikaniz ova t	tavozinakiremaz	1	amerik an iz ova t	amerik an iz	amerik an iz	amerik	an	iz						ova		amerikanizovat#V????--??-??B??										
18911	zametávat	1	8	mést		mést#V????--??-??I??	za(met)ávat						za			metávat	N				tavátemaz		met áv a t	metáv	met	met				á	v			a		zametat#V????--??-??I??										
17051	zamhlít	1	8	mlha		mlha#NNF??-----A---?		4	prosí				za			mhlíti	N		zamhlí t	za mhl í t	tílhmaz	0	mhl  í t	mhl	mhl	mhl								í		None										
18455	zamhlívat	1	8	mlha		mlha#NNF??-----A---?							za			mhlívat	N				tavílhmaz		mhl ív a t	mhlív	mhl	mhl				í	v			a												
